,0
533,5 Jan 2020: WHO publishes first Disease Outbreak News on the new virus. This is a flagship technical publication to the scientific and public health community as well as global media. #COVID19 #coronavirus
534,"31 Dec 2019: #China reported a cluster of cases of pneumonia in Wuhan, Hubei Province. 1 Jan 2020: WHO activates an Incident Management Support Team at HQ, regional &amp; country level, putting the organization on an emergency footing for dealing with the outbreak. #COVID19"
535,"As we mark 100 days since the first case of what we now call #COVID19 now was notified to WHO, here is the timeline of key events and efforts taken to stop the #coronavirus from spreading."
536,"The book “My Hero is You, How kids can fight #COVID19!” will be widely translated, with six language versions released today and more than 30 others in the pipeline. It is being released as both an online product and audio book. #coronavirus"
537,"“There are many heroes keeping people safe from the #coronavirus, like wonderful doctors and nurses. But you remind me that we can all be heroes, every day"" https://bit.ly/2VrqOw3 #COVID19 "
538,"“Sometimes the most important thing we can do as friends is protect each other,” said Ario. “Even if that means staying away from each other for a while.” https://bit.ly/2VrqOw3 #COVID19 #coronavirus"
539,"“Sometimes when we are feeling very afraid or unsafe, it can help to imagine a safe place in our minds."". Ario asked the children to close their eyes and imagine a place where they feel safe. https://bit.ly/2VrqOw3 #COVID19 #coronavirus"
540,How can we stay safe from the #coronavirus? https://bit.ly/2VrqOw3 #COVID19 
541,"""We play games, cook, spend time in our garden and have meals together. My brothers and I touch our toes and dance. We read books and I can keep learning because sometimes I miss school. Staying home felt weird at first, but now it feels normal.” https://bit.ly/2VrqOw3 #COVID19 "
542,“If I have you… then I can tell all the children in the world about the #coronavirus!” said Sara. Read more https://bit.ly/2VrqOw3 #COVID19 
543,"“So we can’t fight the #coronavirus because we can’t see it?” Sara asked. “We can fight it,” said Sara’s mum. “The virus affects many kinds of people, and everyone can help us fight it. Children are special and they can help too” Read more https://bit.ly/2VrqOw3 #COVID19 "
544,"We are grateful to @HowardDonald for giving the first public reading of “My Hero is You - how kids can fight #COVID19"" at 15h00 GMT TODAY on http://youtube.com/WHO in support of the ""Read The World"" initiative by @IntPublishers, @UNICEF &amp; WHO."
545," Ario and the new story book on #COVID19 has been produced by a collaboration of more than 50 organizations working in the humanitarian sector, incl. WHO, @UNICEF, @Refugees, @ifrc and @save_children"
546,"1,700+ children, parents, caregivers & teachers from around the shared how they were coping with #COVID19 to provide input to script writer &amp; illustrator @hvpatuck &amp; the @iascch Reference Group on #MentalHealth &amp; Psychosocial Support in Emergency Settings team for the book"
547," The story book also explains to children how to manage difficult emotions when confronted with a new and rapidly changing reality, such as #COVID19. #coronavirus"
548,FACT: #5G mobile networks DO NOT spread #COVID19 More: http://bit.ly/COVID19Mythbusters #coronavirus #KnowTheFacts
549," A new story book “My Hero is You, How kids can fight COVID-19!” - aimed at children aged 6-11 years old, is released today to help children understand and come to terms with #COVID19 https://bit.ly/2VrqOw3 #coronavirus"
550,"Kids, meet Ario - a kind, orange dragon with a horn like a unicorn, who will introduce you to #COVID19 and help you understand how to protect yourself, your families and friends from the #coronavirus https://bit.ly/2VrqOw3"
551,We apologize for sound issues at the beginning of the briefing today. Here you can watch the full statement on #COVID19 by @DrTedros 
552,"""We know that #COVID19 means billions of believers are not able to celebrate in the way they usually would. We wish everyone a safe and joyful Easter, Passover and Ramadan""-@DrTedros #coronavirus"
553,"""Finally, this is a special time of year for Christians, Jews and Muslims around the world. Today WHO has published practical considerations & recommendations for faith-based communities""-@DrTedros #COVID19"
554,"""Today, 130 scientists, funders & manufacturers from around the world have signed a statement committing to work with WHO to speed the development of a vaccine against #COVID19""-@DrTedros #coronavirus"
555,""" we’re working to train and mobilize #healthworkers. More than 1.2M people have enrolled in 6 courses in 43 languages on our http://OpenWHO.org platform""-@DrTedros #COVID19 #coronavirus"
556,"""We’ve sent 1M+ diagnostic tests to 126 countries, in all regions & we’re sourcing more. But we know much more is needed. We’re working with the @iccwbo, @wef &amp; others in the private sector to ramp up the production &amp; distribution of essential medical supplies""-@DrTedros #COVID19"
557,"""That includes more than 140M dollars from more than 229,000 individuals & orgs raised through the #COVID19 Solidarity Response Fund, exceeding all our expectations. I’d like to thank all donors for their support, including @Apple for its contribution of 10M dollars""-@DrTedros"
558,"""On the same day, we convened our strategic and technical advisory group on infectious hazards to review the situation. We have been engaging with journalists since the beginning, responding to media enquiries around the clock""-@DrTedros #COVID19 #coronavirus"
559,"""On the 10th of January, we issued a comprehensive package of guidance to countries on how to detect, test and manage potential cases, and protect #healthworkers""-@DrTedros #COVID19 #coronavirus"
560,"""On the 5th of January, WHO officially notified all Member States of this new outbreak, and published a disease outbreak news on our website""-@DrTedros #COVID19 #coronavirus"
561,"""On the 1st of January, just hours after we were notified of the first cases, WHO activated its Incident Management Support Team, to coordinate our response at headquarters, regional and country level""-@DrTedros #COVID19 #coronavirus"
562,Media briefing on #COVID19 with @DrTedros. #coronavirus
563,"""Tomorrow marks 100 days since WHO was notified of the first cases of “pneumonia with unknown cause” in #China. It’s incredible to reflect on how dramatically the world has changed, in such a short period of time""-@DrTedros #COVID19 #coronavirus"
564,"Spread the word #OpenWHO has free #COVID19 training from WHO experts in 17 languages, with more courses added every week. Sign up today https://bit.ly/3bvlPAO"
565,"During #COVID19, masks should be used as part of a comprehensive package of interventions. "
566,"In the community during #COVID19, we recommend the use of medical masks by people who are sick and those who are caring for a sick person at home. "
567,"If masks are worn, they must be used safely and properly. WHO has advice on how to put on, take off and dispose of masks. #COVID19 "
568,"WHO understands that some countries have recommended or are considering the use of both medical & non-medical masks in the general population to prevent #COVID19. On 6 April, WHO issued guidance &amp; criteria for countries to use in making that decision "
569,"To the nurses and midwives of the world: Thank you for working round the clock to fight the #COVID19 pandemic. Thank you for the difference you are making, every day and everywhere. Happy #WorldHealthDay 2020, a day that we dedicate to YOU! http://bit.ly/SupportNursesAndMidwives"
570,Thank you @Twitter users for all your questions on #COVID19 in the past few weeks. Here are some answers. #WorldHealthDay
571,"Nurses are at the frontline of battling pandemics like #COVID19. On #WorldHealthDay and every day, let’s show our gratitude by doing our part and following public health advice from WHO and national health authorities: http://who.int/COVID-19 #SupportNursesAndMidwives"
572,"The #COVID19 pandemic underscores the urgent need to strengthen the global health workforce, of which more than 50% are nurses . On this #WorldHealthDay, WHO &amp; @ICNurses @NursingNow2020 are launching the 1st ever State of the World’s Nursing Report: http://bit.ly/NursingReport2020"
573,"It’s #WorldHealthDay! Today, we celebrate the work of nurses &amp; midwives by showing our appreciation for their bravery, courage &amp; resolve in the global #COVID19 response. Tell us who your favourite nurse or midwife is . #SupportNursesAndMidwives http://bit.ly/SupportNursesAndMidwives"
574,"""One of the lessons I hope the world learns from #COVID19 is that we must invest in #healthworkers – not only to protect lives, but also to protect livelihoods""-@DrTedros #SupportNursesAndMidwives"
575,"""I call on all countries, companies and research institutions to support open data, open science and open collaboration so that all people can enjoy the benefits of science and research""-@DrTedros #COVID19 #coronavirus"
576,"""I also thank the President of #CostaRica, @CarlosAlvQ, &amp; the Health Minister, Daniel Salas, for their proposal to create a pool of rights to tests, medicines &amp; vaccines, with free access or licensing on reasonable &amp; affordable terms for all countries""-@DrTedros #COVID19"
577,"""We encourage countries that are considering the use of masks for the general population to study their effectiveness so we can all learn. Most importantly, masks should only ever be used as part of a comprehensive package of interventions""-@DrTedros #COVID19 #coronavirus"
578,"""If masks are worn, they must be used safely and properly. WHO has guidance on how to put on, take off and dispose of masks. What is clear is that there is limited research in this area""-@DrTedros #COVID19 #coronavirus"
579,"""Now we’re working with @ladygaga &amp; @GlblCtzn to take this concept and make it even bigger, through the “One World: #TogetherAtHome virtual global special on Saturday, the 18th of April. I’d like to thank them for their partnership and leadership""-@DrTedros #COVID19"
580,"""Today I’m delighted to be joined by one of the biggest names in entertainment - @ladygaga &amp; by my friend @Hughcevans, the founder &amp; CEO of @GlblCtzn. WHO has been working with Global Citizen for several weeks on the #TogetherAtHome” concert series""-@DrTedros #COVID19"
581,Media briefing on #COVID19 with @DrTedros. #coronavirus
582,WHO will have a special guest at today's #COVID19 press conference: @ladygaga will be joining us to announce the One World: #TogetherAtHome virtual global special on 18 April 2020. at 15.30 GMT
583,".@FIFAcom, @UN &amp; WHO join forces to fight #COVID19 and support the #BeActive campaign launched on the International Day of Sport for Development and Peace to encourage people to be #HealthyAtHome https://bit.ly/3aSJuva"
584,FACT: #COVID19 IS NOT transmitted through houseflies #coronavirus #KnowTheFacts
585,"FACT: Drinking methanol, ethanol or bleach DOES NOT prevent or cure #COVID19 and can be extremely dangerous. #coronavirus #KnowTheFacts"
586,FACT: Exposing yourself to the or to temperatures higher than 25C degrees DOES NOT prevent #COVID19. #coronavirus #KnowTheFacts
587,FACT: You can recover from #COVID19. Catching the new #coronavirus DOES NOT mean you will have it for life. #KnowTheFacts
588,"People with disability should prepare for the instance they contract #COVID19 by informing their family, friends &amp; people in the household on important information and required steps to be taken https://bit.ly/33ZDtKo #coronavirus"
589,"""We still have a long way to go in this fight. WHO is working every day with all countries and partners to save lives, and to mitigate the social and economic impact of the #COVID19 pandemic""-@DrTedros #coronavirus"
590,"""Women may have less contact with family & friends who may provide support & protection from violence. We call on countries to include services for addressing domestic violence as an essential service that must continue during the #COVID19 response""-@DrTedros #EndViolence"
591,"""Several countries are suspending user fees & providing free testing and care for #COVID19, regardless of a person’s insurance, citizenship, or residence status. We encourage these measures. This is in an unprecedented crisis, which demands an unprecedented response""-@DrTedros"
592,""" we call on all countries to remove financial barriers to care. If people delay or forego care because they can’t afford it, they not only harm themselves, they make the #COVID19 pandemic harder to control and put society at risk""-@DrTedros #coronavirus"
593,""" we also call on countries and partners to strengthen the foundations of health systems. That means #healthworkers must be paid their salaries, and health facilities need a reliable supply of funding to purchase essential medical supplies""-@DrTedros #COVID19 #coronavirus"
594,"""There are 3 main areas for countries to focus on. we call on all countries to ensure core public health measures are fully funded, including case-finding, testing, contact tracing, collecting data, and communication and information campaigns""-@DrTedros #COVID19 #coronavirus"
595,"""More than 1 million confirmed cases of #COVID19 have now been reported to WHO, including more than 50,000 deaths. But we know that this is much more than a health crisis. We are all aware of the profound social and economic consequences of the pandemic""-@DrTedros #coronavirus"
596,Media briefing on #COVID19 with @DrTedros. #coronavirus
597,"People with #disability can reduce their potential exposure to #COVID19 by: • Avoiding crowded environments • Disinfecting assistive products frequently • Working from home • Gathering urgent items such as food, cleaning supplies, medication or medical supplies #coronavirus"
598,"Depending on their health condition, people with #disability may have risks of developing more severe cases of #coronavirus because #COVID19 exacerbates existing health conditions, particularly related to respiratory functions, immune system, heart disease or diabetes. "
599,People with #disability may be at greater risk of contracting #COVID19 because: • Physical barriers to use basic hygiene facilities • Need to touch things • Difficulty in enacting social distancing • Barriers to accessing public health &amp; #coronavirus information
600,NEW WHO guidance on disability during #COVID19. Populations with #disability may be impacted more significantly by #coronavirus. This can be mitigated if simple actions &amp; protective measures are taken https://bit.ly/33ZDtKo
601,"#COVID19: Working from home means people are sitting longer. It is important for your health to get up often, for at least 3 minutes, to stretch your muscles. What are you doing to be #HealthyAtHome? Join our challenge and share your video!"
602,"#COVID19 home care for people with suspected or confirmed #coronavirus: Stay in separate room from others, but if not possible wear a medical mask &amp; keep a distance of min. 1 meter (3 feet) from other people. Keep the room well-ventilated &amp; if possible use a dedicated bathroom"
603,Many people are making great sacrifices to #StayHome &amp; protect their health &amp; that of others from #COVID19. Here some ideas to stay healthy: Be active Eat healthy Don’t smoke Meditate Read books Join the new @WHO challenge &amp; show us what you do to be #HealthyAtHome!
604,"Today is #InternationalChildrensBookDay ! WHO, @UNICEF and @IntPublishers, launch #ReadTheWorld initiative to support children and young people in isolation during #COVID19 https://bit.ly/2xEjd50"
605,#COVID19 home care for people with suspected or confirmed #coronavirus: If you are ill with fever and cough you should clean your hands frequently with soap &amp; water or with alcohol-based hand rub
606,"#COVID19 home care - ill people: Clean frequently , drink plenty of fluids &amp; eat nutritiously Stay home in separate room. If not possible wear &amp; keep distance from others Cover &amp; with flexed elbow or disposable tissue when coughing/sneezing doctor if condition worsens "
607,"All members of a household with people with suspected or confirmed #COVID19 should monitor everyone’s health for symptoms such as fever, cough. If people have difficulty breathing, call a healthcare facility immediately. #coronavirus"
608,WHO and @Viber fight #COVID19 misinformation with interactive chatbot in multiple languages https://bit.ly/2R3QgGf
609,"""This is still a very new virus, and we are learning all the time. As the pandemic evolves, so does the evidence, and so does our advice""-@DrTedros #COVID19 #coronavirus"
610,"""In these circumstances, masks are only effective when combined with other protective measures. WHO continues to gather all available evidence & continues to evaluate the potential use of masks more broadly to control #COVID19 transmission at the community level""-@DrTedros"
611,"""There’s an ongoing debate about the use of masks at the community level. WHO recommends the use of medical masks for people who are sick and those caring for them""-@DrTedros #COVID19 #coronavirus"
612,"""In #India, for example, Prime Minister @narendramodi has announced a $24 billion package, incl free food rations for 800 million disadvantaged people, cash transfers to 204 million poor women &amp; free cooking gas for 80 million households for the next 3 months""-@DrTedros #COVID19"
613,"""I have called on governments to put in place social welfare measures to ensure vulnerable people have food & other life essentials during this crisis""-@DrTedros #COVID19 #coronavirus"
614,"""Many countries are asking people to stay at home and shutting down population movement, which can help to limit transmission of the #coronavirus, but can have unintended consequences for the poorest and most vulnerable people""-@DrTedros #COVID19"
615,"""The number of deaths has more than doubled in the past week. In the next few days we will reach 1 million confirmed #COVID19 cases, and 50 thousand deaths""-@DrTedros #coronavirus"
616,"""Over the past 5 weeks, we have witnessed a near exponential growth in the number of new #COVID19 cases, reaching almost every country, territory and area""-@DrTedros #coronavirus"
617,Media briefing on #COVID19 with @DrTedros. #coronavirus
618,"When coughing or sneezing, all members of a household with people with suspected or confirmed #COVID19 should cover mouth and nose with flexed elbow or use a disposable tissue &amp; discard immediately after use. #coronavirus"
619,"While we all work together to stop #COVID19 pandemic, countries must not forget to minimise potential impacts on food supply &amp; international trades. More in a joint statement by WHO, @FAO &amp; @WTO http://bit.ly/3bDlCeO #coronavirus"
620,"All members of a household with people with suspected or confirmed #COVID19 should regularly wash with soap &amp; water: After coughing/sneezing Before, during &amp; after food preparation Before eating After using Before &amp; after caring for the ill person When are dirty "
621,#COVID19 home care - household members should: Wash regularly Avoid unnecessary exposure to ill person &amp; don't share items like Cover &amp; with flexed elbow or use a disposable tissue when coughing or sneezing Monitor everyone’s health for symptoms of #coronavirus
622,".@UNHumanRights, @UNmigration , @Refugees and WHO: the health and rights of refugees, migrants and stateless persons must be protected in #COVID19 response "
623,#COVID19 home caregivers should identify surfaces touched frequently by the person with suspected or confirmed #coronavirus and clean &amp; disinfect them daily
624,"#COVID19 home caregivers should use separate eating utensils , towels &amp; bedlinens for the person with suspected or confirmed #coronavirus. Wash eating utensils, towels, or bedlinens used by the ill person with soap &amp; water."
625,"#COVID19 home caregivers should frequently clean with soap &amp; water or alcohol-based rub especially: after any contact with a person with suspected or confirmed #coronavirus or their surroundings before, during &amp; after preparing food before eating after using the toilet"
626,#COVID19 home caregivers should wear a medical mask when in the same room with a person with suspected or confirmed #coronavirus. Do not touch the mask or face during use &amp; discard it afterward.
627,"#COVID19 home caregivers should ensure that a person with suspected or confirmed #coronavirus rests, drinks plenty of fluids and eats nutritious food"
628,"#COVID19 home-caregivers: Ensure ill person rests, drinks plenty fluids &amp; eats nutritiously Wear when in same room Clean frequently Use dedicated towel &amp; bedlinen for ill person Disinfect surfaces touched by ill person healthcare facility if person has difficulty breathing "
629,Now available! New guidelines to help countries maintain essential health services &amp; safeguard health care workers during #COVID19 outbreak. http://bit.ly/3aq6CRg #coronavirus
630,The full briefing on #COVID19 by @DrTedros 
631,"""In the eye of a storm like #COVID19, scientific and public health tools are essential, but so are humility and kindness. With solidarity, humility and assuming the best of each other, we can – and will – overcome this together""-@DrTedros #coronavirus"
632,"""Yesterday I sent a tweet with a single word: humility. Some people asked me why. #COVID19 is reminding us how vulnerable we are, how connected we are and how dependent we are on each other""-@DrTedros #coronavirus"
633,"""We’re very grateful to the many countries & foundations who have contributed; more than USD 622M have been received so far & we would like to thank @KingSalman &amp; the @KSRelief_EN for its contribution of USD 10M""-@DrTedros #COVID19 "
634,"""Governments need to ensure the welfare of people who have lost their income and are in desperate need of food, sanitation and other essential services""-@DrTedros #COVID19 #coronavirus"
635,"""It’s also important that governments keep their people informed about the intended duration of measures & to provide support for older people, refugees & other vulnerable groups""-@DrTedros #COVID19 #coronavirus"
636,"""We understand that many countries are implementing measures that restrict the movement of people. In implementing these measures, it’s vital to respect the dignity and welfare of all people""-@DrTedros #COVID19 #coronavirus"
637,Media briefing on #COVID19 with @DrTedros. #coronavirus
638,Our free #OpenWHO online courses on #coronavirus are hosted on 2 learning channels: -A channel with #COVID19 courses in the 6 @UN languages http://bit.ly/331dTEs -A channel with courses in languages from across the globe https://bit.ly/2QUugha New languages added weekly!
639,FACT: Drinking alcohol DOES NOT protect you against #COVID19 and can be dangerous. Frequent or excessive alcohol consumption can increase your risk of health problems. http://bit.ly/COVID19Mythbusters #coronavirus #KnowTheFacts
640,FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease. http://bit.ly/COVID19Mythbusters #COVID19 #KnowTheFacts
641,"Watch this short animation to learn more about #COVID19, how it spreads and how to protect yourself against it. #coronavirus"
642,"New free #OpenWHO online course: Learn how to set up &amp; operate severe acute respiratory infection treatment centres, including for #COVID19: - Designing a screening area &amp; treatment centre - Repurposing an existing building Enroll today: https://bit.ly/3bAlXiw #coronavirus"
643,"FACT: #COVID19 is NOT airborne. The #coronavirus is mainly transmitted through droplets generated when an infected person coughs, sneezes or speaks. To protect yourself: -keep 1m distance from others -disinfect surfaces frequently -wash/rub your -avoid touching your "
644,"Clinicians: join the free #OpenWHO online course on clinical management of patients with a severe acute respiratory infection, incl. #COVID19 - covering many crucial areas: • Symptoms • Triage • Diagnostics • Ventilation • &amp; much more https://bit.ly/2wIUFaN #coronavirus"
645,"Thank you to everyone working so hard to #StaySafe. It's a tough time, but together we'll pull through. #COVID19"
646,"Prepare for #COVID19: take the free multilingual online introduction course to #coronavirus. Learn about emerging respiratory viruses, how to detect them &amp; how to communicate risk. Enroll today – it’s free for all: http://bit.ly/2SbOlAn"
647,"""I’d like to end with something Singapore’s Minister of Health, @GANKIMYONG, said during today’s briefing. We are only at the beginning of this fight. We need to stay calm, stay united and work together""-@DrTedros #COVID19 #coronavirus"
648,"""More than 1 million health workers have been trained through our courses on http://OpenWHO.org. We will continue to train more""-@DrTedros #COVID19 #coronavirus"
649,"""During the most recent #Ebola epidemic, for example, some medicines that were thought to be effective were found not to be as effective as other medicines when they were compared during a clinical trial. We must follow the evidence. There are no shortcuts""-@DrTedros #COVID19"
650,"""The history of medicine is strewn with examples of drugs that worked on paper, or in a test tube, but didn't work in humans or were actually harmful""-@DrTedros #COVID19 #coronavirus"
651,"""In the meantime, we call on individuals & countries to refrain from using therapeutics that have not been demonstrated to be effective in the treatment of #COVID19""-@DrTedros #coronavirus"
652,"""Today we are delighted to announce that today in &amp; , the first patients will shortly be enrolled in the Solidarity Trial, which will compare the safety &amp; effectiveness of four different drugs or drug combinations against #COVID19""-@DrTedros #coronavirus"
653,"""A vaccine is still at least 18 months away. In the meantime, we recognize that there is an urgent need for therapeutics to treat patients & save lives""-@DrTedros #COVID19 #coronavirus"
654,"""When #healthworkers are at risk, we’re all at risk. Health workers in low- &amp; middle-income countries deserve the same protection as those in the wealthiest countries""-@DrTedros #COVID19 #coronavirus"
655,Media briefing on #COVID19 with @DrTedros. #coronavirus
656,Preparation & knowledge is to beating the #coronavirus. Learn about coronaviruses &amp; emergency response with #OpenWHO courses: -Intro to #COVID19 -Health &amp; safety -Infection prevention &amp; control -Clinical care -Country capacitation -Treatment facilities https://bit.ly/3bvlPAO
657,"Join #OpenWHO: the free, open-access learning platform for health emergencies. Learn from public health experts about topics including #covid19, risk communication, #ebola, infection prevention &amp; much more. Almost 1 million enrollments, join us today: https://bit.ly/3bvlPAO"
658,Older people & people with pre-existing conditions are more susceptible to #COVID19. They should: Keep distance from people who are sick Wash often with soap &amp; water Quit /Quit drinking alcohol Protect mental health More info http://bit.ly/33JFVo0 #coronavirus
659,Maintaining a healthy lifestyle is vital especially during #COVID19 outbreak. This includes: Eating healthy diets Staying physically active Quitting smoking Avoiding alcohol consumption Getting enough sleep http://bit.ly/33JFVo0 #coronavirus
660,"Smoking damages your lungs and other parts of your body, and it makes you more vulnerable to #COVID19 infection. It is the right time to quit smoking for a safer and better health http://bit.ly/33JFVo0 #coronavirus"
661,Using tobacco products can increase your chance of getting #COVID19 Bringing your to your can transfer the virus into your body Sharing tobacco products can transmit the virus btw. people Tobacco weakens your respiratory system making you more vulnerable to the virus 
662,"To stay safe during #COVID19 outbreak, here are tips for people affected by NCDs: Take your medicine &amp; follow medical advice Secure 1 month+ supply of medication Keep distance from sick people Wash often or quit drinking Protect mental health #coronavirus"
663,"You may catch #COVID19 and be at risk of becoming severely ill, if you've a noncommunicable disease/a pre-existing condition such as: Cardiovascular disease Chronic respiratory disease Diabetes Cancer Follow the advice from WHO http://bit.ly/33JFVo0 #coronavirus"
664,""" unite. No country can solve this crisis alone. That means a paradigm shift in global solidarity – in sharing experiences, expertise &amp; resources &amp; in working together to keep supply lines open &amp; supporting nations who need our support""-@DrTedros at @g20org Summit on #COVID19"
665,"""The #COVID19 pandemic is accelerating at an exponential rate. The first 100,000 cases took 67 days. The second 100,000 took 11 days. The third 100,000 took just 4 days. The fourth 100,000 just 2 days. Without aggressive action in all countries, millions could die""-@DrTedros"
666,".@DrTedros calls on @g20org to Fight, Unite, and Ignite against #COVID19 https://bit.ly/2QPcSdz #coronavirus"
667,"""Physical distance doesn’t mean social distance. We all need to check in regularly on older parents, neighbors, friends or relatives who live alone or in care homes in whatever way is possible, so they know how much they are loved and valued""-@DrTedros #COVID19 #coronavirus"
668,"""Aggressive measures to find, isolate, test, treat and trace are not only the best and fastest way out of extreme social and economic restrictions – they’re also the best way to prevent them""-@DrTedros #COVID19 #coronavirus"
669,"""... -Identify, adapt and equip facilities you will use to treat & isolate patients -Develop a clear plan & process to quarantine contacts -Refocus the whole of government on suppressing & controlling #COVID19""-@DrTedros #coronavirus"
670,"""The point of these actions is to enable the more precise and targeted measures that are needed to stop transmission and save lives. We call on all countries who have introduced so-called “lockdown” measures to use this time to attack the #coronavirus""-@DrTedros #COVID19"
671,"""Asking people to stay at home and shutting down population movement is buying time and reducing the pressure on health systems. But on their own, these measures will not extinguish epidemics""-@DrTedros #COVID19 #coronavirus"
672,Media briefing on #COVID19 with @DrTedros. #coronavirus
673,"""History will judge us on how we responded to the poorest communities in their darkest hour. Let’s act together, right now!""-@DrTedros #COVID19 #coronavirus"
674,LIVE NOW: Launch of the #COVID19 Global Humanitarian Response Plan with @DrTedros. #coronavirus
675,"Being active every day is good for your body, mind and spirit especially during #COVID19 outbreak. And more activities you do can improve your sleep which is also important for good health #coronavirus #BeActive #HealthyAtHome"
676,"We can still beat #COVID19 with a comprehensive approach: test, trace, treat, isolate. In this video, @mvankerkhove talks about numerical forecasts of the #coronavirus's trajectory &amp; reminds us that we can all prevent the worst, following WHO guidance: http://bit.ly/37C3jVA"
677,"While you stay/work at home, reduce long periods spent sitting using active breaks every 30 mins Walk up &amp; down the stairs Do some stretching exercise Dance to music for a few minutes Check out online resources to show you new ideas #COVID19 #coronavirus #BeActive"
678,"Be kind to yourself to #BeActive during #COVID19: Regularly check your sitting posture while working from home Break up your sitting &amp; stand up while working , on the phone , or watching TV #coronavirus #HealthyAtHome"
679," If you are at home because of #coronavirus, it's still important to stay active every day as much as you can. WHO recommends that all healthy adults do 30 minutes/day of physical activity, and children should be physically active for 1 hour/day. #COVID19 #BeActive"
680,"Doing any activity around the home is better than none at all. Be active during #COVID19 outbreak to maintain your heart health, muscle strength and flexibility. It is good for your mental health too! #coronavirus"
681,#BeActive and stay #HealthyAtHome ! Here are some physical activities you can do at home during #COVID19 outbreak: ‍Try exercise classes online Dance to music Play active video games Try skipping rope Do some muscle strength &amp; balance training #coronavirus
682,"#OpenWHO now offers an introduction course on #COVID19 in Indian sign language https://openwho.org/courses/intro-to-COVID-19-indian-sign-language For more information &amp; to enroll in OpenWHO FREE courses, go here:"
683,The full briefing on #COVID19 by @DrTedros 
684,Pass the message: Five steps to kicking out #coronavirus: WHO and @FIFAcom launched joint campaign to equip football community to tackle #COVID19 https://bit.ly/2xeHH4t
685,"""The rule of the game to kick #COVID19 out is solidarity""-@DrTedros #coronavirus"
686,"""I’d like to end by reminding everyone that although #COVID19 is dominating the world’s attention, there’s another respiratory disease that is both preventable and treatable, but which kills 1.5 million people every year. It’s #tuberculosis""-@DrTedros"
687,"""Small, observational & non-randomized studies will not give us the answers we need. Using untested without the right evidence could raise false hope &amp; even do more harm than good &amp; cause a shortage of essential that are needed to treat other diseases""-@DrTedros #COVID19"
688,"""To win, we need to attack the #coronavirus with aggressive and targeted tactics – testing every suspected #COVID19 case, isolating and caring for every confirmed case, and tracing and quarantining every close contact""-@DrTedros"
689,"""More than 300,000 cases of #COVID19 have now been reported to WHO, from almost every country in the . The pandemic is accelerating. It took 67 days from the 1st reported case to reach the first 100K cases, 11 days for the second 100K &amp; just 4 days for the third 100K""-@DrTedros"
690,Media briefing on #COVID19 with @DrTedros. #coronavirus
691,Thank you @NBA for sharing our advice on how to stay safe from #COVID19! #coronavirus
692,#Handwashing is key to preventing the spread of #COVID19. But 2 in 5 healthcare facilities globally do not have and or alcohol-based hand sanitizer at points of care. #WorldWaterDay #SafeHands
693,"Today is #WorldWaterDay. Healthcare facilities need good water, sanitation and hygiene services to contain #COVID19 and prevent and contain future disease outbreaks. "
694,"When a woman with #COVID19 is too unwell to breastfeed, she should be supported to safely provide her baby with breastmilk if she wishes, in a way possible, available, and acceptable to her. This could include: expressing milk relactation donor human milk "
695,"All and women with babies, including those affected by #COVID19, should be supported to breastfeed their babies safely: Within 1 hour of birth Exclusively till 6 months of age Up to at least two years of age, with complementary foods "
696,Women with #COVID19 can breastfeed if they wish to do so. They should: Practice respiratory hygiene and wear a mask Wash before and after touching the baby Routinely clean and disinfect surfaces https://bit.ly/2Wxz2F1
697,"Close contact and early, exclusive breastfeeding helps a baby to thrive. A woman with #COVID19 should be supported to: breastfeed safely hold her newborn skin-to-skin share a room with her baby https://bit.ly/2Wxz2F1"
698," supporting a giving birth with suspected or confirmed #COVID19, must protect themselves &amp; others through: washing wearing gloves, &amp; protective clothing limiting the number of accompanying people maintaining a record of people entering the woman’s room"
699,"All have the right to a safe childbirth, whether or not they have a confirmed #COVID19. This includes: being treated with respect &amp; dignity a companion of choice clear communication by maternity staff pain relief strategies mobility in labour where possible "
700,"If you are pregnant, you can help protect yourself against #COVID19 by: Washing your hands frequently Keeping space between yourself and others Avoiding touching your eyes, nose and mouth Practicing respiratory hygiene https://bit.ly/2Wxz2F1"
701,"The WHO @WhatsApp service can be accessed through a link that opens a conversation http://bit.ly/who-covid19-whatsapp Users can simply type “hi” to activate the conversation, prompting a menu of options that can help answer their questions about #COVID19. "
702,We say NO to stigma We say NO to discrimination #coronavirus #COVID19
703,"""Listen to music, read a book or play a game. And try not to read or watch too much news if it makes you anxious. Get your information from reliable sources once or twice a day""-@DrTedros #COVID19 #coronavirus"
704,"""If you’re working at home, make sure you don’t sit in the same position for long periods. Get up and take a 3-minute break every 30 minutes. We will be providing more advice on how to stay healthy at home in the coming days and weeks""-@DrTedros #COVID19 #coronavirus"
705,""" exercise. WHO recommends 30 minutes of physical activity a day for adults, and one hour a day for children""-@DrTedros #COVID19 #coronavirus #BeActive"
706,""" eat a healthy &amp; nutritious diet, which helps your immune system to function properly. limit your alcohol consumption &amp; avoid sugary drinks. don’t smoke. Smoking can increase your risk of developing severe disease if you become infected with #COVID19""-@DrTedros"
707,"""During this difficult time, it’s important to continue looking after your physical and mental health. This will not only help you in the long-term, it will also help you fight #COVID19 if you get it""-@DrTedros #coronavirus"
