,0,tweets,positivewordscount,negativewordscount,positive_words,negative_words,over all sentiment
434,"['protect', 'others', 'reduce', 'risk', 'covid', 'infection', 'wash', 'run', 'water', 'hand', 'visibly', 'dirty', 'visibly', 'dirty', 'wash', 'water', 'use', 'alcohol', 'based', 'hand', 'cleanser', 'togetherathome']","['protect', 'others', 'reduce', 'risk', 'covid', 'infection', 'wash', 'run', 'water', 'hand', 'visibly', 'dirty', 'visibly', 'dirty', 'wash', 'water', 'use', 'alcohol', 'based', 'hand', 'cleanser', 'togetherathome']",1,4,",protect",",risk,infection,dirty,dirty",negative
435,"['simple', 'step', 'take', 'protect', 'health', 'amp', 'health', 'people', 'togetherathome', 'covid', 'coronavirus']","['simple', 'step', 'take', 'protect', 'health', 'amp', 'health', 'people', 'togetherathome', 'covid', 'coronavirus']",1,0,",protect",,positive
436,"['’', 'response', 'support', 'country', 'covid', 'track', 'amp', 'identify', 'case', 'ensure', 'patient', 'get', 'care', 'need', 'frontline', 'worker', 'get', 'essential', 'supply', 'amp', 'information', 'advice', 'public', 'train', 'responder', 'accelerate', 'r', 'amp', 'vaccine', 'amp', 'treatment', 'http']","['’', 'response', 'support', 'country', 'covid', 'track', 'amp', 'identify', 'case', 'ensure', 'patient', 'get', 'care', 'need', 'frontline', 'worker', 'get', 'essential', 'supply', 'amp', 'information', 'advice', 'public', 'train', 'responder', 'accelerate', 'r', 'amp', 'vaccine', 'amp', 'treatment', 'http']",4,1,",support,ensure,essential,treatment",",case",positive
437,"['thank', 'everyone', 'watch', 'one', 'world', 'togetherathome', 'concert', 'miss', 'replay', 'covid', 'coronavirus']","['thank', 'everyone', 'watch', 'one', 'world', 'togetherathome', 'concert', 'miss', 'replay', 'covid', 'coronavirus']",1,1,",thank",",miss",neutral
438,"['togetherathome', 'concert', 'end', 'appreciation', 'health', 'care', 'worker', 'world', 'continue', 'thank', 'work', 'round', 'clock', 'fight', 'covid', 'pandemic', 'thank', 'difference', 'make', 'every', 'day', 'everywhere']","['togetherathome', 'concert', 'end', 'appreciation', 'health', 'care', 'worker', 'world', 'continue', 'thank', 'work', 'round', 'clock', 'fight', 'covid', 'pandemic', 'thank', 'difference', 'make', 'every', 'day', 'everywhere']",2,1,",thank,thank",",pandemic",positive
439,"['bust', 'myth', 'covid', 'http', 'knowthefacts', 'togetherathome']","['bust', 'myth', 'covid', 'http', 'knowthefacts', 'togetherathome']",0,2,,",bust,myth",negative
440,"['together', 'trust', 'science', 'know', 'world', 'work', 'hard', 'vaccine', 'treatment', 'keep', 'kind', 'one', 'another', 'always', 'find', 'joy', 'day', 'mvankerkhove', 'one', 'world', 'togetherathome', 'covid']","['together', 'trust', 'science', 'know', 'world', 'work', 'hard', 'vaccine', 'treatment', 'keep', 'kind', 'one', 'another', 'always', 'find', 'joy', 'day', 'mvankerkhove', 'one', 'world', 'togetherathome', 'covid']",4,1,",together,trust,treatment,joy",",hard",positive
441,"['covid', 'look', 'mentalhealth', 'vital', 'pay', 'attention', 'need', 'amp', 'feeling', 'engage', 'healthy', 'activity', 'exercise', 'regularly', 'keep', 'regular', 'sleep', 'routine', 'amp', 'eat', 'healthy', 'food', 'keep', 'thing', 'perspective', 'togetherathome']","['covid', 'look', 'mentalhealth', 'vital', 'pay', 'attention', 'need', 'amp', 'feeling', 'engage', 'healthy', 'activity', 'exercise', 'regularly', 'keep', 'regular', 'sleep', 'routine', 'amp', 'eat', 'healthy', 'food', 'keep', 'thing', 'perspective', 'togetherathome']",2,0,",healthy,healthy",,positive
442,"['togetherathome', 'physical', 'activity', 'home', 'covid', 'outbreak', 'stay', 'healthyathome', '\\', '\\', 'udtry', 'exercise', 'class', 'online', 'dance', 'music', 'play', 'active', 'video', 'game', 'try', 'skip', 'rope', 'muscle', 'strength', 'amp', 'balance', 'training']","['togetherathome', 'physical', 'activity', 'home', 'covid', 'outbreak', 'stay', 'healthyathome', '\\', '\\', 'udtry', 'exercise', 'class', 'online', 'dance', 'music', 'play', 'active', 'video', 'game', 'try', 'skip', 'rope', 'muscle', 'strength', 'amp', 'balance', 'training']",0,1,,",outbreak",negative
443,"['covid', 'take', 'much', 'us', 'also', 'give', 'us', 'unique', 'opportunity', 'put', 'aside', 'difference', 'break', 'barrier', 'see', 'seek', 'best', 'lift', 'voice', 'healthforall', 'drtedros', 'one', 'world', 'togetherathome']","['covid', 'take', 'much', 'us', 'also', 'give', 'us', 'unique', 'opportunity', 'put', 'aside', 'difference', 'break', 'barrier', 'see', 'seek', 'best', 'lift', 'voice', 'healthforall', 'drtedros', 'one', 'world', 'togetherathome']",1,1,",best",",break",neutral
444,"['question', 'covid', 'find', 'answer', 'whatsapp', 'service', 'click', 'http', 'text', '‘', 'hi', '’', 'coronavirus']","['question', 'covid', 'find', 'answer', 'whatsapp', 'service', 'click', 'http', 'text', '‘', 'hi', '’', 'coronavirus']",0,0,,,neutral
445,"['live', 'one', 'world', 'togetherathome', 'covid']","['live', 'one', 'world', 'togetherathome', 'covid']",0,0,,,neutral
446,"['countries', 'must', 'everything', 'stop', 'covid', 'case', 'become', 'cluster', 'amp', 'prevent', 'cluster', 'become', 'explosive', 'outbreak', 'test', 'amp', 'diagnosis', 'isolation', 'contact', 'trace', 'amp', 'quarantine', 'amp', 'engage', 'everyone', 'http', 'coronavirus']","['countries', 'must', 'everything', 'stop', 'covid', 'case', 'become', 'cluster', 'amp', 'prevent', 'cluster', 'become', 'explosive', 'outbreak', 'test', 'amp', 'diagnosis', 'isolation', 'contact', 'trace', 'amp', 'quarantine', 'amp', 'engage', 'everyone', 'http', 'coronavirus']",2,4,",prevent,quarantine",",case,explosive,outbreak,isolation",negative
447,"['covid', 'strategy', 'update', 'provide', 'guidance', 'country', 'prepare', 'phased', 'transition', 'widespread', 'transmission', 'steady', 'state', 'low', 'level', 'transmission', 'http', 'coronavirus']","['covid', 'strategy', 'update', 'provide', 'guidance', 'country', 'prepare', 'phased', 'transition', 'widespread', 'transmission', 'steady', 'state', 'low', 'level', 'transmission', 'http', 'coronavirus']",3,0,",guidance,prepare,steady",,positive
448,"['cancelling', 'social', 'religious', 'gathering', 'ramadan', 'seriously', 'consider', 'case', 'possible', 'virtual', 'alternative', 'use', 'platform', 'television', 'radio', 'digital', 'amp', 'social', 'medium', 'use', 'instead', 'http', 'covid', 'coronavirus']","['cancelling', 'social', 'religious', 'gathering', 'ramadan', 'seriously', 'consider', 'case', 'possible', 'virtual', 'alternative', 'use', 'platform', 'television', 'radio', 'digital', 'amp', 'social', 'medium', 'use', 'instead', 'http', 'covid', 'coronavirus']",0,2,,",gathering,case",negative
449,"['new', 'interim', 'guidance', 'safe', 'ramadan', 'context', 'covid', 'highlight', 'public', 'health', 'advice', 'social', 'religious', 'practice', 'amp', 'gathering', 'month', 'apply', 'across', 'different', 'national', 'context', 'http', 'coronavirus']","['new', 'interim', 'guidance', 'safe', 'ramadan', 'context', 'covid', 'highlight', 'public', 'health', 'advice', 'social', 'religious', 'practice', 'amp', 'gathering', 'month', 'apply', 'across', 'different', 'national', 'context', 'http', 'coronavirus']",2,1,",guidance,safe",",gathering",positive
450,"['incredible', 'artist', 'world', 'show', 'solidarity', 'today', 'fight', 'covid', 'tune', 'pm', 'cest', 'pm', 'gmt', 'pm', 'edt', 'hear', 'story', 'frontline', 'healthworkers', 'performance', 'commitment', '’', 'solidarity', 'response', 'fund']","['incredible', 'artist', 'world', 'show', 'solidarity', 'today', 'fight', 'covid', 'tune', 'pm', 'cest', 'pm', 'gmt', 'pm', 'edt', 'hear', 'story', 'frontline', 'healthworkers', 'performance', 'commitment', '’', 'solidarity', 'response', 'fund']",5,0,",incredible,solidarity,commitment,solidarity,fund",,positive
451,"['q', 'grocery', 'shop', 'safely', 'time', 'covid', 'http', 'coronavirus', 'knowthefacts']","['q', 'grocery', 'shop', 'safely', 'time', 'covid', 'http', 'coronavirus', 'knowthefacts']",1,0,",safely",,positive
452,"['one', 'world', 'togetherathome', 'moment', 'unity', 'support', 'many', 'partner', 'respond', 'covid', 'pandemic', 'tune', 'pm', 'cest', 'pm', 'gmt', 'pm', 'edt']","['one', 'world', 'togetherathome', 'moment', 'unity', 'support', 'many', 'partner', 'respond', 'covid', 'pandemic', 'tune', 'pm', 'cest', 'pm', 'gmt', 'pm', 'edt']",2,1,",unity,support",",pandemic",positive
453,"['drtedros', 'clarify', '’', 'position', '“', 'wet', 'market', '”', 'today', 'medium', 'brief', 'covid']","['drtedros', 'clarify', '’', 'position', '“', 'wet', 'market', '”', 'today', 'medium', 'brief', 'covid']",0,0,,,neutral
454,"['would', 'also', 'like', 'thank', 'ladygaga', '’', 'mum', 'cynthia', 'germanotta', 'momgerm', 'goodwill', 'ambassador', 'great', 'job', 'advocate', 'mentalhealth', 'around', 'world', 'drtedros', 'covid']","['would', 'also', 'like', 'thank', 'ladygaga', '’', 'mum', 'cynthia', 'germanotta', 'momgerm', 'goodwill', 'ambassador', 'great', 'job', 'advocate', 'mentalhealth', 'around', 'world', 'drtedros', 'covid']",5,0,",like,thank,goodwill,great,advocate",,positive
455,"['result', 'close', 'collaboration', 'good', 'friend', 'hughcevans', 'glblctzn', 'amp', 'inspirational', 'ladygaga', 'bring', 'entertainment', 'joy', 'amp', 'hope', 'home', 'people', 'around', 'whose', 'life', 'turn', 'upside', 'covid', 'pandemic', 'drtedros']","['result', 'close', 'collaboration', 'good', 'friend', 'hughcevans', 'glblctzn', 'amp', 'inspirational', 'ladygaga', 'bring', 'entertainment', 'joy', 'amp', 'hope', 'home', 'people', 'around', 'whose', 'life', 'turn', 'upside', 'covid', 'pandemic', 'drtedros']",3,2,",good,inspirational,joy",",close,pandemic",positive
456,"['tomorrow', 'join', 'force', 'many', 'world', '’', 'lead', 'musician', 'comedian', 'humanitarian', '“', 'one', 'world', 'togetherathome', '”', 'virtual', 'global', 'special', 'drtedros', 'covid']","['tomorrow', 'join', 'force', 'many', 'world', '’', 'lead', 'musician', 'comedian', 'humanitarian', '“', 'one', 'world', 'togetherathome', '”', 'virtual', 'global', 'special', 'drtedros', 'covid']",3,0,",join,lead,humanitarian",,positive
457,"['media', 'brief', 'covid', 'drtedros', 'ladygaga', 'glblctzn']","['media', 'brief', 'covid', 'drtedros', 'ladygaga', 'glblctzn']",0,0,,,neutral
458,"['q', 'covid', 'spread', 'coin', 'banknote', 'http', 'coronavirus', 'knowthefacts']","['q', 'covid', 'spread', 'coin', 'banknote', 'http', 'coronavirus', 'knowthefacts']",0,1,,",spread",negative
459,"['’', 'covid', 'response', 'include', 'practical', 'manual', 'set', 'manage', 'treatment', 'centre', 'cover', 'structural', 'design', 'infection', 'prevention', 'control', 'measure', 'ventilation', 'measure', 'donate', 'support', 'global', 'response', 'http', 'whoimpact']","['’', 'covid', 'response', 'include', 'practical', 'manual', 'set', 'manage', 'treatment', 'centre', 'cover', 'structural', 'design', 'infection', 'prevention', 'control', 'measure', 'ventilation', 'measure', 'donate', 'support', 'global', 'response', 'http', 'whoimpact']",3,1,",treatment,donate,support",",infection",positive
460,"['’', 'response', 'support', 'country', 'covid', 'track', 'amp', 'identify', 'case', 'ensure', 'patient', 'get', 'care', 'need', 'frontline', 'worker', 'get', 'essential', 'supply', 'amp', 'information', 'advice', 'public', 'train', 'responder', 'accelerate', 'r', 'amp', 'vaccine', 'amp', 'treatment', 'http']","['’', 'response', 'support', 'country', 'covid', 'track', 'amp', 'identify', 'case', 'ensure', 'patient', 'get', 'care', 'need', 'frontline', 'worker', 'get', 'essential', 'supply', 'amp', 'information', 'advice', 'public', 'train', 'responder', 'accelerate', 'r', 'amp', 'vaccine', 'amp', 'treatment', 'http']",4,1,",support,ensure,essential,treatment",",case",positive
461,"['save', 'date', 'april', 'one', 'world', 'togetherathome', 'historic', 'global', 'broadcast', 'support', 'fight', 'covid', 'watch', 'http']","['save', 'date', 'april', 'one', 'world', 'togetherathome', 'historic', 'global', 'broadcast', 'support', 'fight', 'covid', 'watch', 'http']",2,0,",save,support",,positive
462,"['askwho', 'physical', 'activity', 'home', 'covid', 'healthyathome']","['askwho', 'physical', 'activity', 'home', 'covid', 'healthyathome']",0,0,,,neutral
463,"['join', 'healthyathome', 'challenge', 'find', 'time', 'relax', 'day', 'consider', 'meditate', 'deep', 'breathing', 'exercise', 'along', 'relaxation', 'technique', 'help', 'reduce', 'stress', 'covid']","['join', 'healthyathome', 'challenge', 'find', 'time', 'relax', 'day', 'consider', 'meditate', 'deep', 'breathing', 'exercise', 'along', 'relaxation', 'technique', 'help', 'reduce', 'stress', 'covid']",2,1,",join,help",",stress",positive
464,"['join', 'new', 'openwho', 'online', 'course', 'healthworkers', 'learn', 'put', 'remove', 'personal', 'protective', 'equipment', 'covid', 'enroll', 'http']","['join', 'new', 'openwho', 'online', 'course', 'healthworkers', 'learn', 'put', 'remove', 'personal', 'protective', 'equipment', 'covid', 'enroll', 'http']",2,0,",join,protective",,positive
465,"['covid', 'look', 'mentalhealth', 'vital', 'pay', 'attention', 'need', 'amp', 'feeling', 'engage', 'healthy', 'activity', 'exercise', 'regularly', 'keep', 'regular', 'sleep', 'routine', 'amp', 'eat', 'healthy', 'food', 'share', 'us', 'stay', 'healthyathome']","['covid', 'look', 'mentalhealth', 'vital', 'pay', 'attention', 'need', 'amp', 'feeling', 'engage', 'healthy', 'activity', 'exercise', 'regularly', 'keep', 'regular', 'sleep', 'routine', 'amp', 'eat', 'healthy', 'food', 'share', 'us', 'stay', 'healthyathome']",2,0,",healthy,healthy",,positive
466,"['home', 'coronavirus', 'important', 'stay', 'active', 'every', 'day', 'much', 'recommend', 'healthy', 'adult', 'mins', 'day', 'physical', 'activity', 'child', 'physically', 'active', 'hour', 'day', 'healthyathome', 'covid']","['home', 'coronavirus', 'important', 'stay', 'active', 'every', 'day', 'much', 'recommend', 'healthy', 'adult', 'mins', 'day', 'physical', 'activity', 'child', 'physically', 'active', 'hour', 'day', 'healthyathome', 'covid']",3,0,",important,recommend,healthy",,positive
467,"['beactive', 'stay', 'healthyathome', 'physical', 'activity', 'home', 'covid', '\\', '\\', 'udtry', 'exercise', 'class', 'online', 'dance', 'music', 'play', 'active', 'video', 'game', 'try', 'skip', 'rope', 'muscle', 'strength', 'balance', 'training']","['beactive', 'stay', 'healthyathome', 'physical', 'activity', 'home', 'covid', '\\', '\\', 'udtry', 'exercise', 'class', 'online', 'dance', 'music', 'play', 'active', 'video', 'game', 'try', 'skip', 'rope', 'muscle', 'strength', 'balance', 'training']",0,0,,,neutral
468,"['full', 'briefing', 'covid', 'drtedros']","['full', 'briefing', 'covid', 'drtedros']",0,0,,,neutral
469,"['since', 'beginning', 'fight', 'covid', 'pandemic', 'every', 'ounce', 'soul', 'spirit', 'continue', 'end', 'drtedros']","['since', 'beginning', 'fight', 'covid', 'pandemic', 'every', 'ounce', 'soul', 'spirit', 'continue', 'end', 'drtedros']",0,1,,",pandemic",negative
470,"['saturday', 'big', 'name', 'music', 'come', 'together', 'one', 'world', 'togetherathome', 'concert', 'generate', 'fund', 'covid', 'solidarity', 'response', 'fund', 'drtedros']","['saturday', 'big', 'name', 'music', 'come', 'together', 'one', 'world', 'togetherathome', 'concert', 'generate', 'fund', 'covid', 'solidarity', 'response', 'fund', 'drtedros']",4,0,",together,fund,solidarity,fund",,positive
471,"['yesterday', 'first', 'un', '“', 'solidarity', 'flight', '”', 'take', 'transport', 'personal', 'protective', 'equipment', 'ventilator', 'laboratory', 'supply', 'many', 'country', 'across', 'africa', 'drtedros', 'covid']","['yesterday', 'first', 'un', '“', 'solidarity', 'flight', '”', 'take', 'transport', 'personal', 'protective', 'equipment', 'ventilator', 'laboratory', 'supply', 'many', 'country', 'across', 'africa', 'drtedros', 'covid']",2,0,",solidarity,protective",,positive
472,"['three', 'vaccine', 'already', 'start', 'clinical', 'trial', 'others', 'development', '’', 'work', 'partner', 'accelerate', 'development', 'production', 'distribution', 'vaccine', 'drtedros', 'covid']","['three', 'vaccine', 'already', 'start', 'clinical', 'trial', 'others', 'development', '’', 'work', 'partner', 'accelerate', 'development', 'production', 'distribution', 'vaccine', 'drtedros', 'covid']",0,0,,,neutral
473,"['doubt', 'area', 'improvement', 'identify', 'lesson', 'us', 'learn', 'focus', '–', 'focus', '–', 'stop', 'coronavirus', 'save', 'life', 'drtedros', 'covid']","['doubt', 'area', 'improvement', 'identify', 'lesson', 'us', 'learn', 'focus', '–', 'focus', '–', 'stop', 'coronavirus', 'save', 'life', 'drtedros', 'covid']",2,1,",improvement,save",",doubt",positive
474,"['covid', 'discriminate', 'rich', 'nation', 'poor', 'large', 'nation', 'small', 'discriminate', 'nationality', 'ethnicity', 'ideology', 'drtedros']","['covid', 'discriminate', 'rich', 'nation', 'poor', 'large', 'nation', 'small', 'discriminate', 'nationality', 'ethnicity', 'ideology', 'drtedros']",1,3,",rich",",discriminate,poor,discriminate",negative
475,"['commitment', 'public', 'health', 'science', 'serve', 'people', 'world', 'without', 'fear', 'favour', 'remain', 'absolute', 'mission', 'mandate', 'work', 'nation', 'equally', 'without', 'regard', 'size', 'population', 'economy', 'drtedros', 'covid']","['commitment', 'public', 'health', 'science', 'serve', 'people', 'world', 'without', 'fear', 'favour', 'remain', 'absolute', 'mission', 'mandate', 'work', 'nation', 'equally', 'without', 'regard', 'size', 'population', 'economy', 'drtedros', 'covid']",4,1,",commitment,serve,favour,regard",",fear",positive
476,"['review', 'impact', 'work', 'withdrawal', 'funding', 'work', 'partner', 'fill', 'financial', 'gap', 'face', 'ensure', 'work', 'continue', 'uninterrupted', 'drtedros', 'covid']","['review', 'impact', 'work', 'withdrawal', 'funding', 'work', 'partner', 'fill', 'financial', 'gap', 'face', 'ensure', 'work', 'continue', 'uninterrupted', 'drtedros', 'covid']",2,0,",funding,ensure",,positive
477,"['fight', 'covid', '’', 'also', 'work', 'address', 'polio', 'measles', 'malaria', 'ebola', 'hiv', 'tuberculosis', 'malnutrition', 'cancer', 'diabetes', 'mental', 'health', 'many', 'disease', 'condition', 'drtedros']","['fight', 'covid', '’', 'also', 'work', 'address', 'polio', 'measles', 'malaria', 'ebola', 'hiv', 'tuberculosis', 'malnutrition', 'cancer', 'diabetes', 'mental', 'health', 'many', 'disease', 'condition', 'drtedros']",0,1,,",cancer",negative
478,"['media', 'brief', 'covid', 'drtedros', 'coronavirus']","['media', 'brief', 'covid', 'drtedros', 'coronavirus']",0,0,,,neutral
479,"['update', 'covid', 'dashboard', 'good', 'data', 'visualization', 'http', 'coronavirus']","['update', 'covid', 'dashboard', 'good', 'data', 'visualization', 'http', 'coronavirus']",1,0,",good",,positive
480,"['first', 'un', '“', 'solidarity', 'flight', '”', 'schedule', 'leave', 'addis', 'ababa', 'ethiopia', 'today', 'aircraft', 'transport', 'vital', 'medical', 'cargo', 'country', 'africa', 'supply', 'desperately', 'need', 'contain', 'spread', 'covid', 'http']","['first', 'un', '“', 'solidarity', 'flight', '”', 'schedule', 'leave', 'addis', 'ababa', 'ethiopia', 'today', 'aircraft', 'transport', 'vital', 'medical', 'cargo', 'country', 'africa', 'supply', 'desperately', 'need', 'contain', 'spread', 'covid', 'http']",1,2,",solidarity",",desperately,spread",negative
481,"['million', 'child', 'risk', 'miss', 'measles', 'vaccine', 'covid', 'surge', 'measlesrubella', 'initiative', 'http', 'coronavirus']","['million', 'child', 'risk', 'miss', 'measles', 'vaccine', 'covid', 'surge', 'measlesrubella', 'initiative', 'http', 'coronavirus']",1,2,",initiative",",risk,miss",negative
482,"['expert', 'ask', 'everyone', 'follow', 'recommendation', 'prevent', 'transmission', 'covid', 'protect', 'health', 'us', 'also', 'thank', 'everyone', 'trust', 'scientific', 'community']","['expert', 'ask', 'everyone', 'follow', 'recommendation', 'prevent', 'transmission', 'covid', 'protect', 'health', 'us', 'also', 'thank', 'everyone', 'trust', 'scientific', 'community']",5,0,",recommendation,prevent,protect,thank,trust",,positive
483,"['’', 'coordination', 'group', 'expert', 'across', 'world', 'work', 'towards', 'development', 'vaccine', 'covid', 'full', 'list', 'expert', 'http', 'coronavirus']","['’', 'coordination', 'group', 'expert', 'across', 'world', 'work', 'towards', 'development', 'vaccine', 'covid', 'full', 'list', 'expert', 'http', 'coronavirus']",0,0,,,neutral
484,"['evidence', 'bacille', 'calmette', 'guérin', 'vaccine', 'bcg', 'protect', 'people', 'infection', 'covid', 'two', 'clinical', 'trial', 'address', 'question', 'underway', 'amp', 'evaluate', 'evidence', 'available']","['evidence', 'bacille', 'calmette', 'guérin', 'vaccine', 'bcg', 'protect', 'people', 'infection', 'covid', 'two', 'clinical', 'trial', 'address', 'question', 'underway', 'amp', 'evaluate', 'evidence', 'available']",2,1,",protect,available",",infection",positive
485,"['healthworkers', 'risk', 'covid', 'risk', 'stay', 'safe', 'need', 'train', 'amp', 'personal', 'protective', 'equipment', 'online', 'course', 'http', 'openwho', 'org', 'many', 'language', 'work', 'private', 'sector', 'partner', 'send', 'supply', 'thankshealthheroes']","['healthworkers', 'risk', 'covid', 'risk', 'stay', 'safe', 'need', 'train', 'amp', 'personal', 'protective', 'equipment', 'online', 'course', 'http', 'openwho', 'org', 'many', 'language', 'work', 'private', 'sector', 'partner', 'send', 'supply', 'thankshealthheroes']",2,2,",safe,protective",",risk,risk",neutral
486,"['covid', 'pandemic', 'spread', 'public', 'health', 'socioeconomic', 'impact', 'profound', 'disproportionately', 'affect', 'vulnerable', 'many', 'population', 'already', 'experience', 'lack', 'access', 'routine', 'essential', 'health', 'service', 'drtedros', 'coronavirus']","['covid', 'pandemic', 'spread', 'public', 'health', 'socioeconomic', 'impact', 'profound', 'disproportionately', 'affect', 'vulnerable', 'many', 'population', 'already', 'experience', 'lack', 'access', 'routine', 'essential', 'health', 'service', 'drtedros', 'coronavirus']",2,4,",profound,essential",",pandemic,spread,vulnerable,lack",negative
487,"['countries', 'must', 'balance', 'measure', 'address', 'mortality', 'cause', 'covid', 'disease', 'due', 'overwhelmed', 'health', 'system', 'well', 'social', 'economic', 'impact', 'drtedros', 'coronavirus']","['countries', 'must', 'balance', 'measure', 'address', 'mortality', 'cause', 'covid', 'disease', 'due', 'overwhelmed', 'health', 'system', 'well', 'social', 'economic', 'impact', 'drtedros', 'coronavirus']",1,1,",well",",overwhelmed",neutral
488,"['new', 'strategy', 'include', 'criterion', 'country', 'consider', 'lift', 'restriction', 'transmission', 'control', 'health', 'system', 'capacity', 'place', 'detect', 'test', 'isolate', 'amp', 'treat', 'every', 'covid', 'case', 'amp', 'trace', 'every', 'contact', 'drtedros', 'coronavirus']","['new', 'strategy', 'include', 'criterion', 'country', 'consider', 'lift', 'restriction', 'transmission', 'control', 'health', 'system', 'capacity', 'place', 'detect', 'test', 'isolate', 'amp', 'treat', 'every', 'covid', 'case', 'amp', 'trace', 'every', 'contact', 'drtedros', 'coronavirus']",1,3,",treat",",restriction,isolate,case",negative
489,"['support', 'country', 'make', 'decision', 'tomorrow', 'publish', 'updated', 'strategic', 'advice', 'new', 'strategy', 'summarize', '’', 'learn', 'chart', 'way', 'forward', 'drtedros', 'covid', 'coronavirus']","['support', 'country', 'make', 'decision', 'tomorrow', 'publish', 'updated', 'strategic', 'advice', 'new', 'strategy', 'summarize', '’', 'learn', 'chart', 'way', 'forward', 'drtedros', 'covid', 'coronavirus']",1,0,",support",,positive
490,"['also', 'call', 'country', 'ensure', 'stayhome', 'measure', 'use', 'must', 'expense', 'human', 'right', 'government', 'must', 'assess', 'situation', 'protect', 'citizen', 'amp', 'especially', 'vulnerable', 'drtedros', 'covid', 'coronavirus']","['also', 'call', 'country', 'ensure', 'stayhome', 'measure', 'use', 'must', 'expense', 'human', 'right', 'government', 'must', 'assess', 'situation', 'protect', 'citizen', 'amp', 'especially', 'vulnerable', 'drtedros', 'covid', 'coronavirus']",3,1,",ensure,right,protect",",vulnerable",positive
491,"['media', 'brief', 'covid', 'drtedros', 'coronavirus']","['media', 'brief', 'covid', 'drtedros', 'coronavirus']",0,0,,,neutral
492,"['learn', 'coronavirus', 'amp', 'emergency', 'response', 'free', 'openwho', 'course', 'introduction', 'covid', 'health', 'amp', 'safety', 'infection', 'prevention', 'amp', 'control', 'clinical', 'care', 'country', 'capacitation', 'treatment', 'facility', 'field', 'data', 'tool', 'enroll', 'http']","['learn', 'coronavirus', 'amp', 'emergency', 'response', 'free', 'openwho', 'course', 'introduction', 'covid', 'health', 'amp', 'safety', 'infection', 'prevention', 'amp', 'control', 'clinical', 'care', 'country', 'capacitation', 'treatment', 'facility', 'field', 'data', 'tool', 'enroll', 'http']",3,2,",free,treatment,facility",",emergency,infection",positive
493,"['mums', 'dad', 'deserve', 'praise', 'star', 'looking', 'kid', 'covid', '’', 'easy', 'remind', 'well', 'today', 'think', 'good', 'moment', 'parenting', 'tip', 'stayathome', 'http', 'coronavirus']","['mums', 'dad', 'deserve', 'praise', 'star', 'looking', 'kid', 'covid', '’', 'easy', 'remind', 'well', 'today', 'think', 'good', 'moment', 'parenting', 'tip', 'stayathome', 'http', 'coronavirus']",4,0,",praise,easy,well,good",,positive
494,"['talk', 'child', 'covid', '’', 'hard', 'hear', 'silence', 'amp', 'secret', 'protect', 'child', 'honesty', 'amp', 'openness', 'think', 'much', 'understand', 'know', 'best', 'parenting', 'tip', 'stayathome', 'http']","['talk', 'child', 'covid', '’', 'hard', 'hear', 'silence', 'amp', 'secret', 'protect', 'child', 'honesty', 'amp', 'openness', 'think', 'much', 'understand', 'know', 'best', 'parenting', 'tip', 'stayathome', 'http']",5,1,",protect,honesty,openness,understand,best",",hard",positive
495,"['crowded', 'messy', 'home', 'kids', 'cry', 'teenagers', 'scream', 'back', 'back', 'online', 'meeting', 'take', 'deep', 'breath', 'take', 'break', 'something', 'take', 'care', 'take', 'care', 'child', 'parenting', 'tip', 'covid', 'http']","['crowded', 'messy', 'home', 'kids', 'cry', 'teenagers', 'scream', 'back', 'back', 'online', 'meeting', 'take', 'deep', 'breath', 'take', 'break', 'something', 'take', 'care', 'take', 'care', 'child', 'parenting', 'tip', 'covid', 'http']",0,5,,",crowded,messy,cry,scream,break",negative
496,"['structured', 'day', 'help', 'kid', 'feel', 'secure', 'make', 'easy', 'manage', 'try', 'make', 'timetable', 'schoolwork', 'game', 'free', 'time', 'exercise', 'handwashing', 'take', 'charge', 'day', 'routine', 'parenting', 'tip', 'covid', 'http', 'coronavirus']","['structured', 'day', 'help', 'kid', 'feel', 'secure', 'make', 'easy', 'manage', 'try', 'make', 'timetable', 'schoolwork', 'game', 'free', 'time', 'exercise', 'handwashing', 'take', 'charge', 'day', 'routine', 'parenting', 'tip', 'covid', 'http', 'coronavirus']",4,0,",help,secure,easy,free",,positive
497,"['praise', 'powerful', 'try', 'praise', 'child', 'teenager', 'something', 'well', 'genuine', 'way', 'may', 'show', '’', 'see', 'good', 'thing', 'parenting', 'tip', 'covid', 'http', 'coronavirus']","['praise', 'powerful', 'try', 'praise', 'child', 'teenager', 'something', 'well', 'genuine', 'way', 'may', 'show', '’', 'see', 'good', 'thing', 'parenting', 'tip', 'covid', 'http', 'coronavirus']",6,0,",praise,powerful,praise,well,genuine,good",,positive
498,"['catch', 'bad', 'behaviour', 'early', 'redirect', 'kid', 'attention', 'bad', 'good', 'behaviour', 'clear', 'positive', 'instruction', 'get', 'us', 'behaviour', 'want', 'swap', '‘', '’', 'make', 'mess', '’', '‘', 'please', 'put', 'away', 'pen', '’', 'parenting', 'tip', 'covid', 'http']","['catch', 'bad', 'behaviour', 'early', 'redirect', 'kid', 'attention', 'bad', 'good', 'behaviour', 'clear', 'positive', 'instruction', 'get', 'us', 'behaviour', 'want', 'swap', '‘', '’', 'make', 'mess', '’', '‘', 'please', 'put', 'away', 'pen', '’', 'parenting', 'tip', 'covid', 'http']",2,4,",good,clear",",bad,bad,positive,mess",negative
