,0
428,Zafar Mirza says Karachi's new cases are in 'stable clinical condition' Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
429,Sindh govt to issue advisory on avoiding public gatherings Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
430,"Bill & Melinda Gates Foundation, other charities pledge $125 million towards COVID-19 treatments Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
431,WHO chief warns that threat of pandemic has become 'very real' but can be contained Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
432,China's President Xi visits Wuhan as number of new cases tumbles Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
433,Growing concern that Trump may be exposed to coronavirus Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
434,Total cases in Pakistan rise to 16 Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
435,BREAKING: 8 new cases of #coronavirus confirmed in #Sindh Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
436,Edhi Foundation to donate $0.3m to help China combat coronavirus: Faisal Edhi Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
437,Pakistan records 8th coronavirus case as 53-year-old man in Karachi tests positive Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
438,Germany reports first casualties from COVID19 as virus spreads across EU Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
439,Saudi Arabia detects 4 new coronavirus cases Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
440,"Saudi Arabia to fine people up to $133,000 for hiding health details on entry Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
441,CM Shah wants hospitals to share details of all patients with pneumonia symptoms so they can be tested for COVID19. Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
442,"8 close contacts of coronavirus patient in Sindh test negative, CM Shah told Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
443,"2 more die from coronavirus in France, death toll rises to 21 Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
444,"“The war against the #coronavirus is turning into a war for oil export markets,"" says analyst "
445,"Germany says coronavirus cases top 1,000 Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
446,"Cruise ship turned away by Malaysia, Thailand over coronavirus to dock in Singapore Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
447,"UAE market continues to bleed, billions wiped out again: Khaleej Times Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
448,"Australian stocks plunge 7.33pc on oil rout, virus fears Follow our updates on #coronavirus here: http://dawn.com/live-blog/"
449,Oil crashes after Saudi Arabia declares price war amid coronavirus Follow our updates on #coronavirus here: http://dawn.com/live-blog/
450,Saudi seals off Qatif Follow our updates on #coronavirus here: http://dawn.com/live-blog/
451,Saudi Arabia reports four new cases; suspends travel from 9 countries Follow our updates on #coronavirus here: http://dawn.com/live-blog/
452,#Pakistan's first #coronavirus patient discharged from hospital Follow our live updates on coronavirus here: http://dawn.com/live-blog/
453,#Coronavirus deaths rise to 145 in #Iran https://www.dawn.com/news/1539125 Follow our live updates on coronavirus here: http://dawn.com/live-blog/
454,Malta's first case of coronavirus is a 12-year-old girl Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
455,Watch: How did coronavirus grow from one local market to a global epidemic? Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
456,"Indonesia's first COVID-19 patients recovering, hospital says Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
457,Hong Kong asks residents to defer non-urgent travel Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
458,"#Italy reports 49 more coronavirus deaths, toll at 197 Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
459,Peru president confirms first coronavirus case Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
460,Trump signs $8.3bn bill to combat coronavirus outbreak in US Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
461,"First coronavirus patient in Sindh recovered, to be discharged tomorrow Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
462,"Global coronavirus deaths at 3,404 Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
463,Sanitisers and disinfectants — countries take precautions against COVID-19 Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
464,Two British Airways staff members test positive for virus Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
465,"14 new cases reported in Greece, total rises to 45 Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
466,Slovakia confirms first coronavirus case Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
467,Abu Dhabi crown prince talks coronavirus cooperation with Bill Gates Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
468,'Healthy people don't need to wear masks': Yasmin Rashid Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
469,New infections may drop to zero by end-March in Wuhan: Chinese govt expert Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
470,"China’s central province of Hubei, excluding the provincial capital Wuhan, reported zero new cases of coronavirus over 24 hours for the first time during the outbreak. Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
471,"New York state’s coronavirus caseload doubled overnight to 22, as the mayor of the nation’s largest city implored the federal government to send more test kits for the new virus. Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
472,"Saudi Arabia reopens Makkah, Madina holy sites after coronavirus closure Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
473,Saudi Arabia empties Makkah's Grand Mosque for 'sterilisation' Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
474,Pakistan's sixth coronavirus case emerges in Karachi Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
475,#India defers planned summit with EU due to coronavirus Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
476,"Don't rush to cancel your travel plans due to COVID-19, says Condé Nast Traveler Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
477,"India reports 30 cases, all international passengers to be screened Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
478,Gilgit lawyers boycott courts over 'inadequate' arrangements to prevent coronavirus Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
479,WATCH: Iranian health workers dance to boost morale amid virus outbreak Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
480,LIVE: AKUH answers questions regarding coronavirus in Pakistan Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
481,Morocco confirms second case of coronavirus Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
482,North Korea's Kim sends 'get well soon' wishes for South's coronavirus battle Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
483,Germany reports 109 new confirmed cases Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
484,WHO chief thanks Germany for €50 million support Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
485,Man locks wife in bathroom over virus fears in Lithuania Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
486,Cruise ship held off the coast of California Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
487,Alternative greetings in the time of coronavirus Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
488,Singapore sends Turkish Airlines flight back empty after coronavirus case Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
489,California declares emergency over coronavirus Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
490,Coronavirus death toll is US rises to 11 Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
491,"Italy shuts schools, contemplates football without fans as death toll surpasses 100 Follow our updates on #coronavirus here: http://dawn.com/live-blog/"
492,'I miss it': Trump says he hasn't touched his face in weeks due to #coronavirus Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
493,"Saudi Arabia temporarily suspends Umrah, visits to the Prophet's Mosque to stop the spread of coronavirus Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
494,KP establishes disease surveillance centres Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
495,Total confirmed coronavirus cases in India rise to 28 Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
496,Etihad Airways asks cabin crew to take leave Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
497,Tajikistan asks citizens to pray at home Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
498,15 Italians test positive for coronavirus in India Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
499,Australia's biggest supermarket has announced a limit on toilet paper purchases after the global spread of coronavirus sparked a spate of panic buying Down Under. Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
500,World Bank Group to provide $12bn in support to countries coping with impact of coronavirus Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
501,Saudi Arabia has barred citizens and residents of GCC countries from entering the kingdom for 14 days after returning from outside the region due to coronavirus concerns. Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
502,"South Korean president cancels planned trip to the UAE, Egypt and Turkey Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
503,"#Italy coronavirus death toll rises to 79, the highest outside China Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
504,#Iran's death toll from coronavirus rises to 77 as armed forces put on alert Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
505,#Oman confirms 6 new cases of coronavirus Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
506,Pope tests negative for coronavirus: report Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
507,In pictures: Mock drill on handling suspected coronavirus carriers in Peshawar Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
508,Pakistan's fifth coronavirus patient arrived from Iran on Feb 28 Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
509,"China reported 125 new cases on Tuesday, its lowest daily increase in six weeks, with all but 11 infections in Wuhan's central Hubei province. Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
510,"""We have never before seen a respiratory pathogen that is capable of community transmission, but which can also be contained with the right measures."" — WHO chief Tedros Adhanom Ghebreyesus Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
511,"Kuwait’s Health Ministry announced 10 new cases of coronavirus in the country, bringing the total number to 56, a ministry official was quoted as saying by Reuters. Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
512,"India reports two more cases of coronavirus, taking tally to 5 Follow our live updates on #coronavirus here: http://dawn.com/live-blog/"
513,Wuhan closes makeshift hospital as new cases in China drop sharply Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
514,The price of oil has dropped precipitously as global demand weakens even further. Oil industry analysts fear that what they thought was a disruption may lead to more travel restrictions and even less oil consumed. Follow live updates on #coronavirus here: http://dawn.com/live-blog/
515,"#Sindh health department urges people not to panic, follow health advisory for #coronavirus Follow our updates on coronavirus here: http://dawn.com/live-blog/"
516,Paris's Louvre museum closes over staff #coronavirus fears Follow our live updates on coronavirus here: http://dawn.com/live-blog/
517,WHO satisfied with Pakistan's response to #coronavirus cases Follow our live updates on coronavirus here: http://dawn.com/live-blog/
518,#Sindh govt extends closure of educational institutions till March 13 Follow our live updates on #coronavirus here: http://dawn.com/live-blog/
519,54 people have now died from #coronavirus in #Iran: state TV Follow our live updates on coronavirus here: http://dawn.com/live-blog/
520,"Three-member advisory committee formed, 'national awareness plan' to be formulated to contain #coronavirus cases in #Pakistan"
521,Government urges calm as #coronavirus cases in #Pakistan rise to 4 https://www.dawn.com/news/1537413
522,Two more cases of #coronavirus confirmed in #Pakistan: SAPM Mirza; total cases in the country are 4 Follow our live updates on coronavirus here: http://dawn.com/live-blog/
523,BREAKING: #Pakistan's third case of #coronavirus emerges in #Karachi Follow our live updates on coronavirus here: http://www.dawn.com/live-blog/
524,#Iran cancels Friday prayers as #coronavirus death toll rises to 26 
525,#Balochistan decides to close all schools in the province until March 15 as precaution for #coronavirus 
526,"""No need to panic, things are under control,"" says SAPM Zafar Mirza, adds that both #coronavirus cases are being taken care of https://www.dawn.com/news/1536792"
527,"#Breaking: Pakistan confirms first two cases of #coronavirus, govt says 'no need to panic' http://dawn.com/news/1536792/"
528,BREAKING: First positive case of #coronavirus reported in #Karachi: Sindh Health Dept https://www.dawn.com/news/1536792
529,"#Coronavirus: All the new deaths in China were in the Hubei province, which accounted for 401 of the 406 new infections reported on Wednesday, the National Health Commission said. "
530,"80-year-old Chinese tourist dies from the #coronavirus in Paris, where he was hospitalised last month "
531,#France confirms first #coronavirus death outside Asia https://www.dawn.com/news/1534654
532,"In pictures: Hearts, flowers and masks — #Valentine's Day in the time of #coronavirus See more photos: https://www.dawn.com/news/1534445"
533,Pangolin identified as potential link for #coronavirus spread 
534,#China's isolation grows as #coronavirus toll reaches 259 
535,Facebook to remove #coronavirus misinformation after WHO declares global emergency 
536,Fake emergency notification on #coronavirus attempts to mislead public 
